,article_id,price,prod_name,product_group_name,detail_desc
65,156227001,0.006650599463844362,Box 4p Kneehighs,Socks & Tights,Four pairs of knee highs. 20 denier.
66,156227002,0.005991264251877676,Box 4p Kneehighs,Socks & Tights,Four pairs of knee highs. 20 denier.
67,156231001,0.006561319183362612,Box 4p Tights,Socks & Tights,Matt tights with an elasticated waist. 20 denier.
68,156231002,0.006337132161796753,Box 4p Tights,Garment Lower body,Matt tights with an elasticated waist. 20 denier.
69,156289011,0.012038305084745717,Slim Cheapo 79,Garment Lower body,"5-pocket slim-fit jeans in washed denim with an adjustable elasticated waist, zip fly with a press-stud and slim legs."
70,156610001,0.026538250114521253,Connor pants,Garment Lower body,"Sports trousers in fast-drying fabric made from recycled polyester with an elasticated drawstring waist, side pockets and tapered legs. Regular fit."
71,156610007,0.0054237288135593,Anton sport pant,Garment Lower body,"Sports trousers in fast-drying fabric made from recycled polyester with an elasticated drawstring waist, side pockets and tapered legs. Regular fit."
72,156610010,0.029029876472278032,Anton sport pant,Garment Lower body,"Sports trousers in fast-drying fabric made from recycled polyester with an elasticated drawstring waist, side pockets and tapered legs. Regular fit."
73,158340001,0.012297893171028222,Highwaist 30 den 1p Tights,Garment Lower body,High-waisted tights that lift the bum and shape the waist and thighs. 30 denier.
74,160442007,0.012906101353389699,3p Sneaker Socks,Socks & Tights,"Short, fine-knit socks designed to be hidden by your shoes with a silicone trim at the back of the heel to keep them in place."
75,160442010,0.012959419072317171,3p Sneaker Socks,Socks & Tights,"Short, fine-knit socks designed to be hidden by your shoes with a silicone trim at the back of the heel to keep them in place."
76,160442042,0.0033305084745761998,Sneaker 3p Socks,Socks & Tights,"Short, fine-knit socks designed to be hidden by your shoes with a silicone trim at the back of the heel to keep them in place."
77,160442043,0.01290622715893064,3p Sneaker Socks,Socks & Tights,"Short, fine-knit socks designed to be hidden by your shoes with a silicone trim at the back of the heel to keep them in place."
78,162074062,0.007603156049094059,Sigge sneaker sock 5p,Socks & Tights,Fine-knit trainer socks in various colours.
79,162074069,0.00812203389830502,Sigge sneaker sock 5p,Socks & Tights,Fine-knit trainer socks in various colours.
80,162074071,0.0064382566585955685,Sigge sneaker sock 5p,Socks & Tights,Fine-knit trainer socks in various colours.
81,163734002,0.0120063482280431,KOMPIS 2-pack L/S,Garment Upper body,Long-sleeved tops in soft organic cotton.
82,163734054,0.00261016949152535,KOMPIS 2-pack L/S,Garment Upper body,Long-sleeved tops in soft organic cotton.
83,164912035,0.0051895223420646685,Scallop 5p Socks,Socks & Tights,Fine-knit socks with a scalloped edge.
84,164912039,0.00161355932203388,Scallop 5p Socks,Socks & Tights,Fine-knit socks with a scalloped edge.
85,174057022,0.008186440677966039,FLEECE PYJAMA,Nightwear,"All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
86,174057026,0.0042372881355932,FLEECE PYJAMA,Nightwear,"All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
87,174057027,0.016480346195456172,FLEECE PYJAMA,Nightwear,"All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
88,174057029,0.014887005649717486,FLEECE PYJAMA,Nightwear,"All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
89,174057030,0.016084745762711846,FLEECE PYJAMA,Nightwear,"All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
90,174057032,0.02050345260514746,FLEECE PYJAMA,Nightwear,"All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
91,174057033,0.020462320730117278,FLEECE PYJAMA,Nightwear,"All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
92,174057035,0.02002033898305078,FLEECE PYJAMA,Nightwear,"All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
93,174057036,0.020699152542372826,FLEECE PYJAMA,Nightwear,"All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
94,174057037,0.02036334745762705,FLEECE PYJAMA,Nightwear,"All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
95,174057038,0.01931864406779653,FLEECE PYJAMA,Nightwear,"All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
96,174057039,0.0220169491525423,FLEECE PYJAMA,Nightwear,"All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
97,174057040,0.0220169491525423,FLEECE PYJAMA,Nightwear,"All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
98,176209023,0.04326558099994682,Mr Harrington w/hood,Garment Upper body,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
99,176209025,0.04133926553672311,Mr Harrington w/hood,Garment Upper body,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
100,176209033,0.04776738749269428,Mr Harrington w/hood,Garment Upper body,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
101,176209035,0.05513559322033894,Mr Harrington w/hood,Garment Upper body,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
102,176209039,0.038628788816033585,Mr Harrington w/hood,Garment Upper body,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
103,176209040,0.04053620955315865,Mr Harrington w/hood,Garment Upper body,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
104,176209044,0.04780286831812249,Mr Harrington w/hood,Garment Upper body,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
105,176209046,0.04363931376601896,Mr Harrington w/hood,Garment Upper body,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
106,176550016,0.0186271186440677,Sleep bag padded,Underwear/nightwear,"Lightly padded sleep bag in soft, patterned jersey with a jersey lining. The sleep bag is designed for indoor use only."
107,176550017,0.018419962335216478,Sleep bag padded,Underwear/nightwear,"Lightly padded sleep bag in soft, patterned jersey with a jersey lining. The sleep bag is designed for indoor use only."
108,176550018,0.0338813559322033,Sleep bag padded,Underwear/nightwear,"Lightly padded sleep bag in soft, patterned jersey with a jersey lining. The sleep bag is designed for indoor use only."
109,176550020,0.016653336864406763,Sleep bag padded,Underwear/nightwear,"Lightly padded sleep bag in soft, patterned jersey with a jersey lining. The sleep bag is designed for indoor use only."
110,176550021,0.0254067796610169,Sleep bag padded,Underwear/nightwear,"Lightly padded sleep bag in soft, patterned jersey with a jersey lining. The sleep bag is designed for indoor use only."
111,176754001,0.002593726283835005,2 Row Braided Headband (1),Accessories,Two-strand hairband with braids in imitation suede and elastic at the back.
112,176754003,0.001147218992840922,2 Row Braided Headband (1),Accessories,Two-strand hairband with braids in imitation suede and elastic at the back.
113,176754019,0.0012896094325718043,2 Row Braided Headband (1),Accessories,Two-strand hairband with braids in imitation suede and elastic at the back.
114,179123001,0.014773249534258806,Long Leggings,Garment Lower body,Jersey leggings with an elasticated waist.
115,179123040,0.012126009211090562,Long Leggings (1),Garment Lower body,Jersey leggings with an elasticated waist.
116,179208008,0.011921186440677923,Control Top 100 den 1p Tights,Garment Lower body,Matt opaque tights with a control top to hold in the tummy and bum. 100 denier.
117,179393001,0.011577438985193554,Basic 2p Overknee,Socks & Tights,Fine-knit over-the-knee socks.
118,179393018,0.010775403583228083,Basic 2p Overknee,Socks & Tights,Fine-knit over-the-knee socks.
119,179950001,0.024269527273292405,Austin basic leather hip belt,Accessories,Leather belt with a metal buckle. Width 2.5 cm.
120,179950002,0.023202493545409496,Austin basic leather hip belt,Accessories,Leather belt with a metal buckle. Width 2.5 cm.
121,179950017,0.024172922398147917,Austin basic leather hip belt,Accessories,Leather belt with a metal buckle. Width 2.5 cm.
122,181160009,0.026841404358353478,Eva chelsea boot,Shoes,Chelsea boots with elasticated gores in the sides and rubber soles.
123,181448022,0.010089315333325959,Jenny 5-pack,Socks & Tights,Fine-knit socks.
124,181448102,0.0066190594882020145,Jenny 5-pack,Socks & Tights,Fine-knit socks.
125,181448103,0.008037380306211213,Jenny 5-pack,Socks & Tights,Fine-knit socks.
126,181448104,0.009756341401036891,Jenny 5-pack,Socks & Tights,Fine-knit socks.
127,181448105,0.010765873364362823,Jenny 5-pack,Socks & Tights,Fine-knit socks.
128,181448106,0.00681796169931756,Jenny 5-pack,Socks & Tights,Fine-knit socks.
129,181448109,0.011043569579446058,Jenny 5-pack,Socks & Tights,Fine-knit socks.
130,182909001,0.01146139778063458,Fleece 1 p tights,Garment Lower body,Opaque tights with an elasticated waist and soft fleece inside.
131,183815013,0.023779493203557593,Bobby elastic waist belt,Accessories,"Wide, elastic waist belt with imitation leather details and a metal fastener. Width 6.5 cm."
132,184121021,0.011025706214689223,FIFTY SHADES moulded halternec,Swimwear,"Bikini top with underwired, moulded, lightly padded cups, a metal fastener at the back, ties at the back of the neck and a bow at the front."
133,184123020,0.010217514124293751,FIFTY SHADES  tie brief,Swimwear,Fully lined bikini bottoms with a mid waist and wide ties at the sides.
134,184583014,0.01255264509501792,Robin 3pk solid,Underwear,"Trunks in stretch organic cotton jersey with flatlock seams, short legs, an elasticated waist and lined front."
135,186262001,0.00402468299703098,4p Claw,Accessories,Plastic hair claws. Width 2.5 cm.
136,186262006,0.0039792365807418675,4p Claw,Accessories,Plastic hair claws. Width 2.5 cm.
137,186262007,0.004094067796610125,4p Claw,Accessories,Plastic hair claws. Width 2.5 cm.
138,186262013,0.004095546693253523,4p Claw,Accessories,Plastic hair claws. Width 2.5 cm.
139,186264014,0.0029700770416024465,10p Terry w.o. Clip,Accessories,Hair elastics without metal clips.
140,186264015,0.00222033898305082,10p Terry w.o. Clip,Accessories,Hair elastics without metal clips.
141,186264016,0.0019278112506334482,10p Terry w.o. Clip,Accessories,Hair elastics without metal clips.
142,186266004,0.002713336391078475,10p Basic Terry,Accessories,Hair elastics with metal clips.
143,186267001,0.0032649825642688747,12p Claw,Accessories,Mini plastic hair claws.
144,186372011,0.020378741327039242,Harem trousers,Garment Lower body,Harem trousers in jersey with elastication at the waist and hems.
145,186372042,0.015457572707239388,Harem trousers,Garment Lower body,Harem trousers in jersey with elastication at the waist and hems.
146,186372045,0.016140571805103008,Harem trousers,Garment Lower body,Harem trousers in jersey with elastication at the waist and hems.
147,186595001,0.007512159174649894,Lena over knee.,Socks & Tights,Fine-knit over-the-knee socks.
148,187949016,0.0135423728813559,Padded pyjama,Nightwear,"Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
149,187949019,0.026374935798664585,Padded pyjama,Nightwear,"Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
150,187949020,0.028033898305084726,Padded pyjama,Nightwear,"Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
151,187949025,0.0274052388289676,Padded pyjama,Nightwear,"Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
152,187949026,0.02820338983050844,Padded pyjama,Nightwear,"Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
153,187949028,0.02219209039548019,Padded pyjama,Nightwear,"Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
154,187949029,0.02825047080979279,Padded pyjama,Nightwear,"Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
155,187949030,0.0304915254237288,Padded pyjama,Nightwear,"Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
156,187949031,0.0288898305084745,Padded pyjama,Nightwear,"Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
157,188183001,0.04906111086711953,Spanx alot shape Swimsuit,Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
158,188183008,0.03966384180790954,SPANX ALOT swimsuit (1),Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
159,188183009,0.032182610821381984,SPANX ALOT swimsuit (1),Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
160,188183010,0.03607585165296184,SPANX ALOT swimsuit (1),Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
161,188183012,0.031183781987371196,SPANX ALOT swimsuit (1),Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
162,188183014,0.029150121065375283,SPANX ALOT swimsuit (1),Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
163,188183015,0.04735483477624674,Spanx alot Swimsuit,Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
164,188183016,0.04555517297776547,Spanx alot Swimsuit,Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
165,188183018,0.04326987673343599,Spanx alot Swimsuit,Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
166,188183020,0.04798173841307928,Spanx alot Swimsuit,Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
167,188183021,0.04844878989951618,Spanx alot Swimsuit,Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
168,188183022,0.048791285235203416,Spanx alot Swimsuit,Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
169,188183023,0.04719766053950817,Spanx alot Swimsuit,Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
170,189383001,0.011185335298452424,BASIC LS TURTLE NECK BODY,Garment Upper body,"Long-sleeved bodysuit in soft, ribbed organic cotton jersey with a polo neck, concealed press-studs on one shoulder and press-studs at the crotch."
171,189383014,0.011043868394815507,BASIC LS TURTLE NECK BODY,Garment Upper body,"Long-sleeved bodysuit in soft, ribbed organic cotton jersey with a polo neck, concealed press-studs on one shoulder and press-studs at the crotch."
172,189616001,0.015075711493677788,Tina leggings,Garment Lower body,Leggings in extra sturdy jersey with an elasticated waist.
173,189616006,0.014987027346242023,Heavy jsy long leg,Garment Lower body,Leggings in extra sturdy jersey with an elasticated waist.
174,189616007,0.015886253085403965,Heavy jsy long leg,Garment Lower body,Leggings in extra sturdy jersey with an elasticated waist.
175,189616008,0.014506952709265239,Heavy jsy long leg,Garment Lower body,Leggings in extra sturdy jersey with an elasticated waist.
176,189616009,0.01481040410986608,Heavy jsy long leg,Garment Lower body,Leggings in extra sturdy jersey with an elasticated waist.
177,189616014,0.016068165515545244,Heavy jsy long leg,Garment Lower body,Leggings in extra sturdy jersey with an elasticated waist.
178,189616015,0.013973016274559377,Heavy jsy long leg,Garment Lower body,Leggings in extra sturdy jersey with an elasticated waist.
179,189616016,0.01526555486029869,Heavy jsy long leg,Garment Lower body,Leggings in extra sturdy jersey with an elasticated waist.
180,189616028,0.016055099306890305,Heavy jsy long leg,Garment Lower body,Leggings in extra sturdy jersey with an elasticated waist.
181,189616032,0.016265989487982028,Heavy jsy long leg,Garment Lower body,Leggings in extra sturdy jersey with an elasticated waist.
182,189616038,0.0162880153864647,Heavy jsy long leg,Garment Lower body,Leggings in extra sturdy jersey with an elasticated waist.
183,189626001,0.013971036148346326,Jodi skirt,Garment Lower body,"Short, bell-shaped skirt in stretch jersey with wide elastication at the waist. Unlined."
